date,month_name,year,division_name,index,summary
2018-12-01,December,2018,"Household Furnishings, Equipment & Maintenance",115.3,"On December 2018, the Core CPI for Household Furnishings, Equipment & Maintenance was 115.3."
2019-01-01,January,2019,"Household Furnishings, Equipment & Maintenance",115.5,"On January 2019, the Core CPI for Household Furnishings, Equipment & Maintenance was 115.5."
2019-02-01,February,2019,"Household Furnishings, Equipment & Maintenance",115.8,"On February 2019, the Core CPI for Household Furnishings, Equipment & Maintenance was 115.8."
2019-03-01,March,2019,"Household Furnishings, Equipment & Maintenance",116.1,"On March 2019, the Core CPI for Household Furnishings, Equipment & Maintenance was 116.1."
2019-04-01,April,2019,"Household Furnishings, Equipment & Maintenance",116.1,"On April 2019, the Core CPI for Household Furnishings, Equipment & Maintenance was 116.1."
2019-05-01,May,2019,"Household Furnishings, Equipment & Maintenance",116.5,"On May 2019, the Core CPI for Household Furnishings, Equipment & Maintenance was 116.5."
2019-06-01,June,2019,"Household Furnishings, Equipment & Maintenance",116.6,"On June 2019, the Core CPI for Household Furnishings, Equipment & Maintenance was 116.6."
2019-07-01,July,2019,"Household Furnishings, Equipment & Maintenance",116.8,"On July 2019, the Core CPI for Household Furnishings, Equipment & Maintenance was 116.8."
2019-08-01,August,2019,"Household Furnishings, Equipment & Maintenance",116.8,"On August 2019, the Core CPI for Household Furnishings, Equipment & Maintenance was 116.8."
2019-09-01,September,2019,"Household Furnishings, Equipment & Maintenance",116.7,"On September 2019, the Core CPI for Household Furnishings, Equipment & Maintenance was 116.7."
2019-10-01,October,2019,"Household Furnishings, Equipment & Maintenance",116.7,"On October 2019, the Core CPI for Household Furnishings, Equipment & Maintenance was 116.7."
2019-11-01,November,2019,"Household Furnishings, Equipment & Maintenance",116.8,"On November 2019, the Core CPI for Household Furnishings, Equipment & Maintenance was 116.8."
2019-12-01,December,2019,"Household Furnishings, Equipment & Maintenance",116.9,"On December 2019, the Core CPI for Household Furnishings, Equipment & Maintenance was 116.9."
2020-01-01,January,2020,"Household Furnishings, Equipment & Maintenance",116.9,"On January 2020, the Core CPI for Household Furnishings, Equipment & Maintenance was 116.9."
2020-02-01,February,2020,"Household Furnishings, Equipment & Maintenance",117.0,"On February 2020, the Core CPI for Household Furnishings, Equipment & Maintenance was 117.0."
2020-03-01,March,2020,"Household Furnishings, Equipment & Maintenance",117.0,"On March 2020, the Core CPI for Household Furnishings, Equipment & Maintenance was 117.0."
2020-04-01,April,2020,"Household Furnishings, Equipment & Maintenance",116.5,"On April 2020, the Core CPI for Household Furnishings, Equipment & Maintenance was 116.5."
2020-05-01,May,2020,"Household Furnishings, Equipment & Maintenance",116.3,"On May 2020, the Core CPI for Household Furnishings, Equipment & Maintenance was 116.3."
2020-06-01,June,2020,"Household Furnishings, Equipment & Maintenance",116.4,"On June 2020, the Core CPI for Household Furnishings, Equipment & Maintenance was 116.4."
2020-07-01,July,2020,"Household Furnishings, Equipment & Maintenance",116.7,"On July 2020, the Core CPI for Household Furnishings, Equipment & Maintenance was 116.7."
2020-08-01,August,2020,"Household Furnishings, Equipment & Maintenance",116.7,"On August 2020, the Core CPI for Household Furnishings, Equipment & Maintenance was 116.7."
2020-09-01,September,2020,"Household Furnishings, Equipment & Maintenance",116.8,"On September 2020, the Core CPI for Household Furnishings, Equipment & Maintenance was 116.8."
2020-10-01,October,2020,"Household Furnishings, Equipment & Maintenance",116.8,"On October 2020, the Core CPI for Household Furnishings, Equipment & Maintenance was 116.8."
2020-11-01,November,2020,"Household Furnishings, Equipment & Maintenance",116.7,"On November 2020, the Core CPI for Household Furnishings, Equipment & Maintenance was 116.7."
2020-12-01,December,2020,"Household Furnishings, Equipment & Maintenance",116.8,"On December 2020, the Core CPI for Household Furnishings, Equipment & Maintenance was 116.8."
2021-01-01,January,2021,"Household Furnishings, Equipment & Maintenance",117.1,"On January 2021, the Core CPI for Household Furnishings, Equipment & Maintenance was 117.1."
2021-02-01,February,2021,"Household Furnishings, Equipment & Maintenance",117.3,"On February 2021, the Core CPI for Household Furnishings, Equipment & Maintenance was 117.3."
2021-03-01,March,2021,"Household Furnishings, Equipment & Maintenance",118.0,"On March 2021, the Core CPI for Household Furnishings, Equipment & Maintenance was 118.0."
2021-04-01,April,2021,"Household Furnishings, Equipment & Maintenance",118.4,"On April 2021, the Core CPI for Household Furnishings, Equipment & Maintenance was 118.4."
2021-05-01,May,2021,"Household Furnishings, Equipment & Maintenance",118.7,"On May 2021, the Core CPI for Household Furnishings, Equipment & Maintenance was 118.7."
2021-06-01,June,2021,"Household Furnishings, Equipment & Maintenance",118.7,"On June 2021, the Core CPI for Household Furnishings, Equipment & Maintenance was 118.7."
2021-07-01,July,2021,"Household Furnishings, Equipment & Maintenance",118.7,"On July 2021, the Core CPI for Household Furnishings, Equipment & Maintenance was 118.7."
2021-08-01,August,2021,"Household Furnishings, Equipment & Maintenance",118.7,"On August 2021, the Core CPI for Household Furnishings, Equipment & Maintenance was 118.7."
2021-09-01,September,2021,"Household Furnishings, Equipment & Maintenance",118.8,"On September 2021, the Core CPI for Household Furnishings, Equipment & Maintenance was 118.8."
2021-10-01,October,2021,"Household Furnishings, Equipment & Maintenance",119.3,"On October 2021, the Core CPI for Household Furnishings, Equipment & Maintenance was 119.3."
2021-11-01,November,2021,"Household Furnishings, Equipment & Maintenance",119.7,"On November 2021, the Core CPI for Household Furnishings, Equipment & Maintenance was 119.7."
2021-12-01,December,2021,"Household Furnishings, Equipment & Maintenance",120.0,"On December 2021, the Core CPI for Household Furnishings, Equipment & Maintenance was 120.0."
2022-01-01,January,2022,"Household Furnishings, Equipment & Maintenance",120.7,"On January 2022, the Core CPI for Household Furnishings, Equipment & Maintenance was 120.7."
2022-02-01,February,2022,"Household Furnishings, Equipment & Maintenance",121.0,"On February 2022, the Core CPI for Household Furnishings, Equipment & Maintenance was 121.0."
2022-03-01,March,2022,"Household Furnishings, Equipment & Maintenance",121.5,"On March 2022, the Core CPI for Household Furnishings, Equipment & Maintenance was 121.5."
2022-04-01,April,2022,"Household Furnishings, Equipment & Maintenance",121.6,"On April 2022, the Core CPI for Household Furnishings, Equipment & Maintenance was 121.6."
2022-05-01,May,2022,"Household Furnishings, Equipment & Maintenance",122.2,"On May 2022, the Core CPI for Household Furnishings, Equipment & Maintenance was 122.2."
2022-06-01,June,2022,"Household Furnishings, Equipment & Maintenance",122.7,"On June 2022, the Core CPI for Household Furnishings, Equipment & Maintenance was 122.7."
2022-07-01,July,2022,"Household Furnishings, Equipment & Maintenance",123.4,"On July 2022, the Core CPI for Household Furnishings, Equipment & Maintenance was 123.4."
2022-08-01,August,2022,"Household Furnishings, Equipment & Maintenance",123.8,"On August 2022, the Core CPI for Household Furnishings, Equipment & Maintenance was 123.8."
2022-09-01,September,2022,"Household Furnishings, Equipment & Maintenance",124.0,"On September 2022, the Core CPI for Household Furnishings, Equipment & Maintenance was 124.0."
2022-10-01,October,2022,"Household Furnishings, Equipment & Maintenance",124.2,"On October 2022, the Core CPI for Household Furnishings, Equipment & Maintenance was 124.2."
2022-11-01,November,2022,"Household Furnishings, Equipment & Maintenance",124.3,"On November 2022, the Core CPI for Household Furnishings, Equipment & Maintenance was 124.3."
2022-12-01,December,2022,"Household Furnishings, Equipment & Maintenance",124.4,"On December 2022, the Core CPI for Household Furnishings, Equipment & Maintenance was 124.4."
2023-01-01,January,2023,"Household Furnishings, Equipment & Maintenance",124.9,"On January 2023, the Core CPI for Household Furnishings, Equipment & Maintenance was 124.9."
2023-02-01,February,2023,"Household Furnishings, Equipment & Maintenance",125.1,"On February 2023, the Core CPI for Household Furnishings, Equipment & Maintenance was 125.1."
2023-03-01,March,2023,"Household Furnishings, Equipment & Maintenance",125.3,"On March 2023, the Core CPI for Household Furnishings, Equipment & Maintenance was 125.3."
2023-04-01,April,2023,"Household Furnishings, Equipment & Maintenance",125.3,"On April 2023, the Core CPI for Household Furnishings, Equipment & Maintenance was 125.3."
2023-05-01,May,2023,"Household Furnishings, Equipment & Maintenance",125.5,"On May 2023, the Core CPI for Household Furnishings, Equipment & Maintenance was 125.5."
2023-06-01,June,2023,"Household Furnishings, Equipment & Maintenance",125.5,"On June 2023, the Core CPI for Household Furnishings, Equipment & Maintenance was 125.5."
2023-07-01,July,2023,"Household Furnishings, Equipment & Maintenance",125.7,"On July 2023, the Core CPI for Household Furnishings, Equipment & Maintenance was 125.7."
2023-08-01,August,2023,"Household Furnishings, Equipment & Maintenance",125.9,"On August 2023, the Core CPI for Household Furnishings, Equipment & Maintenance was 125.9."
2023-09-01,September,2023,"Household Furnishings, Equipment & Maintenance",125.9,"On September 2023, the Core CPI for Household Furnishings, Equipment & Maintenance was 125.9."
2023-10-01,October,2023,"Household Furnishings, Equipment & Maintenance",126.0,"On October 2023, the Core CPI for Household Furnishings, Equipment & Maintenance was 126.0."
2023-11-01,November,2023,"Household Furnishings, Equipment & Maintenance",126.1,"On November 2023, the Core CPI for Household Furnishings, Equipment & Maintenance was 126.1."
2023-12-01,December,2023,"Household Furnishings, Equipment & Maintenance",126.1,"On December 2023, the Core CPI for Household Furnishings, Equipment & Maintenance was 126.1."
2024-01-01,January,2024,"Household Furnishings, Equipment & Maintenance",126.1,"On January 2024, the Core CPI for Household Furnishings, Equipment & Maintenance was 126.1."
2024-02-01,February,2024,"Household Furnishings, Equipment & Maintenance",126.2,"On February 2024, the Core CPI for Household Furnishings, Equipment & Maintenance was 126.2."
2024-03-01,March,2024,"Household Furnishings, Equipment & Maintenance",126.4,"On March 2024, the Core CPI for Household Furnishings, Equipment & Maintenance was 126.4."
2024-04-01,April,2024,"Household Furnishings, Equipment & Maintenance",126.5,"On April 2024, the Core CPI for Household Furnishings, Equipment & Maintenance was 126.5."
2024-05-01,May,2024,"Household Furnishings, Equipment & Maintenance",126.5,"On May 2024, the Core CPI for Household Furnishings, Equipment & Maintenance was 126.5."
2024-06-01,June,2024,"Household Furnishings, Equipment & Maintenance",126.6,"On June 2024, the Core CPI for Household Furnishings, Equipment & Maintenance was 126.6."
2024-07-01,July,2024,"Household Furnishings, Equipment & Maintenance",126.8,"On July 2024, the Core CPI for Household Furnishings, Equipment & Maintenance was 126.8."
2024-08-01,August,2024,"Household Furnishings, Equipment & Maintenance",126.8,"On August 2024, the Core CPI for Household Furnishings, Equipment & Maintenance was 126.8."
2024-09-01,September,2024,"Household Furnishings, Equipment & Maintenance",126.7,"On September 2024, the Core CPI for Household Furnishings, Equipment & Maintenance was 126.7."
2024-10-01,October,2024,"Household Furnishings, Equipment & Maintenance",126.6,"On October 2024, the Core CPI for Household Furnishings, Equipment & Maintenance was 126.6."
2024-11-01,November,2024,"Household Furnishings, Equipment & Maintenance",126.7,"On November 2024, the Core CPI for Household Furnishings, Equipment & Maintenance was 126.7."
2024-12-01,December,2024,"Household Furnishings, Equipment & Maintenance",126.6,"On December 2024, the Core CPI for Household Furnishings, Equipment & Maintenance was 126.6."
2025-01-01,January,2025,"Household Furnishings, Equipment & Maintenance",126.7,"On January 2025, the Core CPI for Household Furnishings, Equipment & Maintenance was 126.7."
2025-02-01,February,2025,"Household Furnishings, Equipment & Maintenance",126.6,"On February 2025, the Core CPI for Household Furnishings, Equipment & Maintenance was 126.6."
2025-03-01,March,2025,"Household Furnishings, Equipment & Maintenance",126.7,"On March 2025, the Core CPI for Household Furnishings, Equipment & Maintenance was 126.7."
2025-04-01,April,2025,"Household Furnishings, Equipment & Maintenance",126.6,"On April 2025, the Core CPI for Household Furnishings, Equipment & Maintenance was 126.6."
2025-05-01,May,2025,"Household Furnishings, Equipment & Maintenance",126.7,"On May 2025, the Core CPI for Household Furnishings, Equipment & Maintenance was 126.7."
2025-06-01,June,2025,"Household Furnishings, Equipment & Maintenance",126.7,"On June 2025, the Core CPI for Household Furnishings, Equipment & Maintenance was 126.7."
2025-07-01,July,2025,"Household Furnishings, Equipment & Maintenance",126.9,"On July 2025, the Core CPI for Household Furnishings, Equipment & Maintenance was 126.9."
2025-08-01,August,2025,"Household Furnishings, Equipment & Maintenance",127.0,"On August 2025, the Core CPI for Household Furnishings, Equipment & Maintenance was 127.0."
2018-01-01,January,2018,Health,122.4,"On January 2018, the Core CPI for Health was 122.4."
2018-02-01,February,2018,Health,122.5,"On February 2018, the Core CPI for Health was 122.5."
2018-03-01,March,2018,Health,122.6,"On March 2018, the Core CPI for Health was 122.6."
2018-04-01,April,2018,Health,122.9,"On April 2018, the Core CPI for Health was 122.9."
2018-05-01,May,2018,Health,122.9,"On May 2018, the Core CPI for Health was 122.9."
2018-06-01,June,2018,Health,121.2,"On June 2018, the Core CPI for Health was 121.2."
2018-07-01,July,2018,Health,121.2,"On July 2018, the Core CPI for Health was 121.2."
2018-08-01,August,2018,Health,121.3,"On August 2018, the Core CPI for Health was 121.3."
2018-09-01,September,2018,Health,121.3,"On September 2018, the Core CPI for Health was 121.3."
2018-10-01,October,2018,Health,121.3,"On October 2018, the Core CPI for Health was 121.3."
2018-11-01,November,2018,Health,121.5,"On November 2018, the Core CPI for Health was 121.5."
2018-12-01,December,2018,Health,121.5,"On December 2018, the Core CPI for Health was 121.5."
2019-01-01,January,2019,Health,121.8,"On January 2019, the Core CPI for Health was 121.8."
2019-02-01,February,2019,Health,122.0,"On February 2019, the Core CPI for Health was 122.0."
2019-03-01,March,2019,Health,122.3,"On March 2019, the Core CPI for Health was 122.3."
2019-04-01,April,2019,Health,122.5,"On April 2019, the Core CPI for Health was 122.5."
2019-05-01,May,2019,Health,122.5,"On May 2019, the Core CPI for Health was 122.5."
2019-06-01,June,2019,Health,122.7,"On June 2019, the Core CPI for Health was 122.7."
2019-07-01,July,2019,Health,122.8,"On July 2019, the Core CPI for Health was 122.8."
2019-08-01,August,2019,Health,123.0,"On August 2019, the Core CPI for Health was 123.0."
2019-09-01,September,2019,Health,122.9,"On September 2019, the Core CPI for Health was 122.9."
2019-10-01,October,2019,Health,123.0,"On October 2019, the Core CPI for Health was 123.0."
2019-11-01,November,2019,Health,123.2,"On November 2019, the Core CPI for Health was 123.2."
2019-12-01,December,2019,Health,123.2,"On December 2019, the Core CPI for Health was 123.2."
2020-01-01,January,2020,Health,123.5,"On January 2020, the Core CPI for Health was 123.5."
2020-02-01,February,2020,Health,123.6,"On February 2020, the Core CPI for Health was 123.6."
2020-03-01,March,2020,Health,124.0,"On March 2020, the Core CPI for Health was 124.0."
2020-04-01,April,2020,Health,124.0,"On April 2020, the Core CPI for Health was 124.0."
2020-05-01,May,2020,Health,124.0,"On May 2020, the Core CPI for Health was 124.0."
2020-06-01,June,2020,Health,124.1,"On June 2020, the Core CPI for Health was 124.1."
2020-07-01,July,2020,Health,124.2,"On July 2020, the Core CPI for Health was 124.2."
2020-08-01,August,2020,Health,124.3,"On August 2020, the Core CPI for Health was 124.3."
2020-09-01,September,2020,Health,124.3,"On September 2020, the Core CPI for Health was 124.3."
2020-10-01,October,2020,Health,124.4,"On October 2020, the Core CPI for Health was 124.4."
2020-11-01,November,2020,Health,124.4,"On November 2020, the Core CPI for Health was 124.4."
2020-12-01,December,2020,Health,124.4,"On December 2020, the Core CPI for Health was 124.4."
2021-01-01,January,2021,Health,124.4,"On January 2021, the Core CPI for Health was 124.4."
2021-02-01,February,2021,Health,124.5,"On February 2021, the Core CPI for Health was 124.5."
2021-03-01,March,2021,Health,124.6,"On March 2021, the Core CPI for Health was 124.6."
2021-04-01,April,2021,Health,124.6,"On April 2021, the Core CPI for Health was 124.6."
2021-05-01,May,2021,Health,124.7,"On May 2021, the Core CPI for Health was 124.7."
2021-06-01,June,2021,Health,124.7,"On June 2021, the Core CPI for Health was 124.7."
2021-07-01,July,2021,Health,124.7,"On July 2021, the Core CPI for Health was 124.7."
2021-08-01,August,2021,Health,124.7,"On August 2021, the Core CPI for Health was 124.7."
2021-09-01,September,2021,Health,124.7,"On September 2021, the Core CPI for Health was 124.7."
2021-10-01,October,2021,Health,124.7,"On October 2021, the Core CPI for Health was 124.7."
2021-11-01,November,2021,Health,124.7,"On November 2021, the Core CPI for Health was 124.7."
2021-12-01,December,2021,Health,124.7,"On December 2021, the Core CPI for Health was 124.7."
2022-01-01,January,2022,Health,124.8,"On January 2022, the Core CPI for Health was 124.8."
2022-02-01,February,2022,Health,125.1,"On February 2022, the Core CPI for Health was 125.1."
2022-03-01,March,2022,Health,124.8,"On March 2022, the Core CPI for Health was 124.8."
2022-04-01,April,2022,Health,124.9,"On April 2022, the Core CPI for Health was 124.9."
2022-05-01,May,2022,Health,125.2,"On May 2022, the Core CPI for Health was 125.2."
2022-06-01,June,2022,Health,125.4,"On June 2022, the Core CPI for Health was 125.4."
2022-07-01,July,2022,Health,125.7,"On July 2022, the Core CPI for Health was 125.7."
2022-08-01,August,2022,Health,125.8,"On August 2022, the Core CPI for Health was 125.8."
2022-09-01,September,2022,Health,125.9,"On September 2022, the Core CPI for Health was 125.9."
2022-10-01,October,2022,Health,126.0,"On October 2022, the Core CPI for Health was 126.0."
2022-11-01,November,2022,Health,126.4,"On November 2022, the Core CPI for Health was 126.4."
2022-12-01,December,2022,Health,126.3,"On December 2022, the Core CPI for Health was 126.3."
2023-01-01,January,2023,Health,126.8,"On January 2023, the Core CPI for Health was 126.8."
2023-02-01,February,2023,Health,127.4,"On February 2023, the Core CPI for Health was 127.4."
2023-03-01,March,2023,Health,127.5,"On March 2023, the Core CPI for Health was 127.5."
2023-04-01,April,2023,Health,127.5,"On April 2023, the Core CPI for Health was 127.5."
2023-05-01,May,2023,Health,127.6,"On May 2023, the Core CPI for Health was 127.6."
2023-06-01,June,2023,Health,127.9,"On June 2023, the Core CPI for Health was 127.9."
2023-07-01,July,2023,Health,128.2,"On July 2023, the Core CPI for Health was 128.2."
2023-08-01,August,2023,Health,128.8,"On August 2023, the Core CPI for Health was 128.8."
2023-09-01,September,2023,Health,128.7,"On September 2023, the Core CPI for Health was 128.7."
2023-10-01,October,2023,Health,129.0,"On October 2023, the Core CPI for Health was 129.0."
2023-11-01,November,2023,Health,129.3,"On November 2023, the Core CPI for Health was 129.3."
2023-12-01,December,2023,Health,129.5,"On December 2023, the Core CPI for Health was 129.5."
2024-01-01,January,2024,Health,129.8,"On January 2024, the Core CPI for Health was 129.8."
2024-02-01,February,2024,Health,130.3,"On February 2024, the Core CPI for Health was 130.3."
2024-03-01,March,2024,Health,130.2,"On March 2024, the Core CPI for Health was 130.2."
2024-04-01,April,2024,Health,130.5,"On April 2024, the Core CPI for Health was 130.5."
2024-05-01,May,2024,Health,130.6,"On May 2024, the Core CPI for Health was 130.6."
2024-06-01,June,2024,Health,130.4,"On June 2024, the Core CPI for Health was 130.4."
2024-07-01,July,2024,Health,130.9,"On July 2024, the Core CPI for Health was 130.9."
2024-08-01,August,2024,Health,131.0,"On August 2024, the Core CPI for Health was 131.0."
2024-09-01,September,2024,Health,130.9,"On September 2024, the Core CPI for Health was 130.9."
2024-10-01,October,2024,Health,131.0,"On October 2024, the Core CPI for Health was 131.0."
2024-11-01,November,2024,Health,131.2,"On November 2024, the Core CPI for Health was 131.2."
2024-12-01,December,2024,Health,131.2,"On December 2024, the Core CPI for Health was 131.2."
2025-01-01,January,2025,Health,131.7,"On January 2025, the Core CPI for Health was 131.7."
2025-02-01,February,2025,Health,131.9,"On February 2025, the Core CPI for Health was 131.9."
2025-03-01,March,2025,Health,131.9,"On March 2025, the Core CPI for Health was 131.9."
2025-04-01,April,2025,Health,132.0,"On April 2025, the Core CPI for Health was 132.0."
2025-05-01,May,2025,Health,132.2,"On May 2025, the Core CPI for Health was 132.2."
2025-06-01,June,2025,Health,132.2,"On June 2025, the Core CPI for Health was 132.2."
2025-07-01,July,2025,Health,132.4,"On July 2025, the Core CPI for Health was 132.4."
2025-08-01,August,2025,Health,132.5,"On August 2025, the Core CPI for Health was 132.5."
2018-01-01,January,2018,Transport,114.6,"On January 2018, the Core CPI for Transport was 114.6."
2018-02-01,February,2018,Transport,114.2,"On February 2018, the Core CPI for Transport was 114.2."
2018-03-01,March,2018,Transport,112.8,"On March 2018, the Core CPI for Transport was 112.8."
2018-04-01,April,2018,Transport,112.8,"On April 2018, the Core CPI for Transport was 112.8."
2018-05-01,May,2018,Transport,112.6,"On May 2018, the Core CPI for Transport was 112.6."
2018-06-01,June,2018,Transport,111.7,"On June 2018, the Core CPI for Transport was 111.7."
2018-07-01,July,2018,Transport,111.7,"On July 2018, the Core CPI for Transport was 111.7."
2018-08-01,August,2018,Transport,111.8,"On August 2018, the Core CPI for Transport was 111.8."
2018-09-01,September,2018,Transport,112.1,"On September 2018, the Core CPI for Transport was 112.1."
2018-10-01,October,2018,Transport,112.4,"On October 2018, the Core CPI for Transport was 112.4."
2018-11-01,November,2018,Transport,112.5,"On November 2018, the Core CPI for Transport was 112.5."
2018-12-01,December,2018,Transport,112.0,"On December 2018, the Core CPI for Transport was 112.0."
2019-01-01,January,2019,Transport,105.9,"On January 2019, the Core CPI for Transport was 105.9."
2019-02-01,February,2019,Transport,106.4,"On February 2019, the Core CPI for Transport was 106.4."
2019-03-01,March,2019,Transport,109.2,"On March 2019, the Core CPI for Transport was 109.2."
2019-04-01,April,2019,Transport,109.7,"On April 2019, the Core CPI for Transport was 109.7."
2019-05-01,May,2019,Transport,109.8,"On May 2019, the Core CPI for Transport was 109.8."
2019-06-01,June,2019,Transport,109.5,"On June 2019, the Core CPI for Transport was 109.5."
2019-07-01,July,2019,Transport,109.6,"On July 2019, the Core CPI for Transport was 109.6."
2019-08-01,August,2019,Transport,109.5,"On August 2019, the Core CPI for Transport was 109.5."
2019-09-01,September,2019,Transport,109.6,"On September 2019, the Core CPI for Transport was 109.6."
2019-10-01,October,2019,Transport,109.8,"On October 2019, the Core CPI for Transport was 109.8."
2019-11-01,November,2019,Transport,109.8,"On November 2019, the Core CPI for Transport was 109.8."
2019-12-01,December,2019,Transport,109.9,"On December 2019, the Core CPI for Transport was 109.9."
2020-01-01,January,2020,Transport,107.4,"On January 2020, the Core CPI for Transport was 107.4."
2020-02-01,February,2020,Transport,106.6,"On February 2020, the Core CPI for Transport was 106.6."
2020-03-01,March,2020,Transport,109.5,"On March 2020, the Core CPI for Transport was 109.5."
2020-04-01,April,2020,Transport,109.9,"On April 2020, the Core CPI for Transport was 109.9."
2020-05-01,May,2020,Transport,110.0,"On May 2020, the Core CPI for Transport was 110.0."
2020-06-01,June,2020,Transport,109.3,"On June 2020, the Core CPI for Transport was 109.3."
2020-07-01,July,2020,Transport,109.4,"On July 2020, the Core CPI for Transport was 109.4."
2020-08-01,August,2020,Transport,109.6,"On August 2020, the Core CPI for Transport was 109.6."
2020-09-01,September,2020,Transport,109.5,"On September 2020, the Core CPI for Transport was 109.5."
2020-10-01,October,2020,Transport,109.6,"On October 2020, the Core CPI for Transport was 109.6."
2020-11-01,November,2020,Transport,109.6,"On November 2020, the Core CPI for Transport was 109.6."
2020-12-01,December,2020,Transport,109.6,"On December 2020, the Core CPI for Transport was 109.6."
2021-01-01,January,2021,Transport,106.8,"On January 2021, the Core CPI for Transport was 106.8."
2021-02-01,February,2021,Transport,107.1,"On February 2021, the Core CPI for Transport was 107.1."
2021-03-01,March,2021,Transport,110.2,"On March 2021, the Core CPI for Transport was 110.2."
2021-04-01,April,2021,Transport,110.6,"On April 2021, the Core CPI for Transport was 110.6."
2021-05-01,May,2021,Transport,110.9,"On May 2021, the Core CPI for Transport was 110.9."
2021-06-01,June,2021,Transport,110.4,"On June 2021, the Core CPI for Transport was 110.4."
2021-07-01,July,2021,Transport,110.5,"On July 2021, the Core CPI for Transport was 110.5."
2021-08-01,August,2021,Transport,110.4,"On August 2021, the Core CPI for Transport was 110.4."
2021-09-01,September,2021,Transport,110.5,"On September 2021, the Core CPI for Transport was 110.5."
2021-10-01,October,2021,Transport,110.8,"On October 2021, the Core CPI for Transport was 110.8."
2021-11-01,November,2021,Transport,110.4,"On November 2021, the Core CPI for Transport was 110.4."
2021-12-01,December,2021,Transport,111.7,"On December 2021, the Core CPI for Transport was 111.7."
2022-01-01,January,2022,Transport,110.3,"On January 2022, the Core CPI for Transport was 110.3."
2022-02-01,February,2022,Transport,110.8,"On February 2022, the Core CPI for Transport was 110.8."
2022-03-01,March,2022,Transport,114.5,"On March 2022, the Core CPI for Transport was 114.5."
2022-04-01,April,2022,Transport,115.2,"On April 2022, the Core CPI for Transport was 115.2."
2022-05-01,May,2022,Transport,116.1,"On May 2022, the Core CPI for Transport was 116.1."
2022-06-01,June,2022,Transport,116.1,"On June 2022, the Core CPI for Transport was 116.1."
2022-07-01,July,2022,Transport,117.2,"On July 2022, the Core CPI for Transport was 117.2."
2022-08-01,August,2022,Transport,117.8,"On August 2022, the Core CPI for Transport was 117.8."
2022-09-01,September,2022,Transport,118.7,"On September 2022, the Core CPI for Transport was 118.7."
2022-10-01,October,2022,Transport,119.3,"On October 2022, the Core CPI for Transport was 119.3."
2022-11-01,November,2022,Transport,119.1,"On November 2022, the Core CPI for Transport was 119.1."
2022-12-01,December,2022,Transport,119.8,"On December 2022, the Core CPI for Transport was 119.8."
2023-01-01,January,2023,Transport,117.5,"On January 2023, the Core CPI for Transport was 117.5."
2023-02-01,February,2023,Transport,117.7,"On February 2023, the Core CPI for Transport was 117.7."
2023-03-01,March,2023,Transport,121.0,"On March 2023, the Core CPI for Transport was 121.0."
2023-04-01,April,2023,Transport,122.0,"On April 2023, the Core CPI for Transport was 122.0."
2023-05-01,May,2023,Transport,122.3,"On May 2023, the Core CPI for Transport was 122.3."
2023-06-01,June,2023,Transport,121.8,"On June 2023, the Core CPI for Transport was 121.8."
2023-07-01,July,2023,Transport,122.0,"On July 2023, the Core CPI for Transport was 122.0."
2023-08-01,August,2023,Transport,122.0,"On August 2023, the Core CPI for Transport was 122.0."
2023-09-01,September,2023,Transport,122.2,"On September 2023, the Core CPI for Transport was 122.2."
2023-10-01,October,2023,Transport,122.5,"On October 2023, the Core CPI for Transport was 122.5."
2023-11-01,November,2023,Transport,121.8,"On November 2023, the Core CPI for Transport was 121.8."
2023-12-01,December,2023,Transport,122.5,"On December 2023, the Core CPI for Transport was 122.5."
2024-01-01,January,2024,Transport,119.9675,"On January 2024, the Core CPI for Transport was 119.9675."
2024-02-01,February,2024,Transport,120.3,"On February 2024, the Core CPI for Transport was 120.3."
2024-03-01,March,2024,Transport,123.9,"On March 2024, the Core CPI for Transport was 123.9."
2024-04-01,April,2024,Transport,124.5,"On April 2024, the Core CPI for Transport was 124.5."
2024-05-01,May,2024,Transport,124.9,"On May 2024, the Core CPI for Transport was 124.9."
2024-06-01,June,2024,Transport,124.3,"On June 2024, the Core CPI for Transport was 124.3."
2024-07-01,July,2024,Transport,124.6,"On July 2024, the Core CPI for Transport was 124.6."
2024-08-01,August,2024,Transport,124.7,"On August 2024, the Core CPI for Transport was 124.7."
2024-09-01,September,2024,Transport,125.0,"On September 2024, the Core CPI for Transport was 125.0."
2024-10-01,October,2024,Transport,125.0,"On October 2024, the Core CPI for Transport was 125.0."
2024-11-01,November,2024,Transport,123.9,"On November 2024, the Core CPI for Transport was 123.9."
2024-12-01,December,2024,Transport,124.9,"On December 2024, the Core CPI for Transport was 124.9."
2025-01-01,January,2025,Transport,122.7,"On January 2025, the Core CPI for Transport was 122.7."
2025-02-01,February,2025,Transport,123.4,"On February 2025, the Core CPI for Transport was 123.4."
2025-03-01,March,2025,Transport,126.7,"On March 2025, the Core CPI for Transport was 126.7."
2025-04-01,April,2025,Transport,127.2,"On April 2025, the Core CPI for Transport was 127.2."
2025-05-01,May,2025,Transport,127.5,"On May 2025, the Core CPI for Transport was 127.5."
2025-06-01,June,2025,Transport,127.1,"On June 2025, the Core CPI for Transport was 127.1."
2025-07-01,July,2025,Transport,127.3,"On July 2025, the Core CPI for Transport was 127.3."
